"","CID","maxlatency","mean_latency","mean_time_retrieve","mean_time_compute","time_add_IPFS","mean_time_pubsub"
"1","QmaYXFWnCpUAWiiRFjQ4L44XVX29xtpqBVVQKVkcVs26Hq",905,535.25,405594665.5,72600.25,129551577,0.0311572499999997
"2","QmcYY36vvoSjBK2ZdfabJbSrAkyngHX8KpE4DFp4eFeRcE",208,171.5,45553699.25,58755.5,125937807,-0.0502617499999971
"3","QmeHs9NEDZiFXStNCu13XMPH4AFauWTdsgutHaRD1HFKgF",208,169,42682324.75,57107.25,126694337,-0.433769000000005
"4","QmeZn6mLCXhN9XavshdTd4kN7qbvLXtKBmX38mwqrvARyC",228,192.25,42259661.25,55898.5,150649616,-0.715175750000007
"5","QmPnZjMBeaXU59XvYApktbP2hA57xXkpwqxMVa23ojKz8W",239,173.5,54601790,53925,118267532,0.576753000000004
"6","QmSQ4okVfAPwwbHvKsTJ5G69GSjVbsc1zUvEKB2WCCFRLD",234,170.75,52543700,50624.75,117904787,0.250888250000003
"7","QmT573QHznsprhSqwi9BRey6h5vDiPJB769LSbRdMXnvZx",263,218.5,42545626.75,53826.75,175791869,0.108677500000006
"8","QmUTfwHmmsRtCjwhVVsy7891X6mTPfwCouupd8cfuqtjwY",207,167.75,40573555.25,48795.25,127204155,-0.0765055000000032
"9","QmVgm3vefQDLJP2ABwaya36vDDezfyTT2htvkttxvfHrSU",298,230.5,54361092.5,57051.75,176046611,0.0352447500000039
"10","QmW4zhLnS14YvphWVj2ZepW2Dw5By6QnZLHNN8y4ZQVZtF",195,164.25,36653949,55822,126592923,0.947305999999998
"1","Qma7en4J4xwifZq2SQ72Va3TGmwSkonpokYsTLoyRA8Fjg",204,169.75,42137248,54134.75,125249696,2.30892125
"2","QmaXc3m1Vpce4oFbM5vtHThh7JHY224ebTwymAVyU8Baxe",216,179.25,41278741.75,57300,135538672,2.37528624999999
"3","Qmduaqon2wQ15zc1gACCK4WHhJEwpDgHKszJfNYp3UhZkk",242,191.25,53700061.5,49212,134756706,2.7440205
"4","QmdUc1xJYe6uvqam8HF4UR3qaDaELV7Nkho7wPPDF7XDy4",221,187.25,41290865,62618.25,143154420,2.74209674999999
"5","QmfADYrtNxzrM3So2k1PzPcBWmEFLNbuipEGMRo6DJvuWb",195,165,36950580.5,53184.25,125914375,2.08186025
"6","QmQQRjDPDurBCWHosBvm1RLHtkMuFe6guDb5FMLuaW3Hop",836,498.25,378724784,73169.5,117222523,2.2295235
"7","QmUBLyXgxWi4DGVLUqwrQjXC5aevkznETrSKMXtYSdyeV4",284,211.5,57909388.5,57276,151517784,2.01555150000001
"8","QmUCbzX316CJSVWk2besyNjJJV8qTm4DnT5iaNTZmjQfwD",245,187.75,50896457.5,59604.5,134796817,1.99712099999999
"9","QmW8tP7gvsMC61KoJEnm8WQtF91wFcNXHRZpFGmx5pHvae",202,169.25,49231413,56494.75,117990402,1.97169024999999
"10","QmZLUCY1hiVnGzg9MhTG2oXiRMCeeTb2zEZQ4weVRvA5ny",205,170,40813474.5,63632,126221681,2.90121249999999
"1","QmNMiHWUepzD9WCMnUYqNsdqHMSKofqgEiedptDa69VYqo",299,233.25,54040662.5,60644,176415232,2.7334615
"2","QmNUsqbTSPMuvyvWSvuJ4KRJebsmzByuLNM1Zm1fi7NTHq",251,189.25,54992378.25,48549,131874560,2.33451274999999
"3","QmQaAx6QEEk8u7S6KJnUWKwMzMaCqYSJZ9VZGL2BG43eu3",276,220.25,58602614.25,54835,159063704,2.52884674999999
"4","QmR1Wy2Kk9YTDCvEQgUCquHBDvJZ3CATMmjKfjpXFv6FkS",205,174.5,44832478.75,60209.25,126470665,3.136647
"5","QmSkxGksVCawMB17aZEmfqTcB6vvBbS2cteX2e8y7WXps1",242,171.75,52099057.5,58049.75,117844353,1.74853975
"6","QmUJ8xwxh8RUcXuQkBwtpSfL7HFF28A1JtKk6nZKqPEfu8",261,208.75,52295296.5,68578.5,154301437,2.08468800000001
"7","QmUvJDgvqoju6cCZZwS1r1zcYjc1jRKFzjWx4LmEq9JzKT",205,167.25,46739998.5,59164,117941901,2.5089365
"8","QmVMcUKJKtV7STtrZkjoHeWeydg5idpAVR6TdD2PjSL8Tb",249,210,47505542.75,65140,159866679,2.56263825000001
"9","QmZ685BKCJXvFuJvfxa1okYfeb5tVRygyBqxGAR7Wq7LQK",254,196.5,50291264.25,49086,143626147,2.53350275
"10","QmZnoKAFAv7T2iWtPLcrmoPhB9MBmSX76V6NJMvwKnZmsA",946,547.25,424689243,72608.75,119546863,2.94128524999999
