"","CID","maxlatency","mean_latency","mean_time_retrieve","mean_time_compute","time_add_IPFS","mean_time_pubsub"
"1","Qma1mBkaW5g7A8teCevFMk6AgdiXKh61yCPVtcfaRzDygm",444,91.5714285714286,41401010.6326531,59222.5306122449,5591531,44.5196644081633
"2","Qma2pRBidN52LvRSxzSgwVGjMTRa2Wsd66DU1yRP5VesJJ",323,44.3265306122449,37461161.1428571,55242.4693877551,8514006,-1.703879
"3","Qma2rhRwCHMWSGqPNVHymtpUfbWRftJoNFAPG44ahwmxam",382,49.6734693877551,36117968.7959184,59311.0408163265,2870225,10.6259645510204
"4","Qma4EDKinB4epsY3sHkwo4znEt94FN3irM6DojrjAbLxKj",262,83.265306122449,43216448.8571429,58072.1428571429,10155524,29.835261122449
"5","Qma4pY82rKZUvr9xnUcNbGwzogVsxTXAjWfmZioknjribq",133,38.9795918367347,38571558.4081633,55055.2857142857,4525771,-4.17279285714286
"6","Qma4rQnsgjtA6MarpVHL9LwsTzJzxdeTcofAGoj7VR4WNj",445,112.734693877551,32348276.1020408,56717.1428571429,5583008,74.7466926326531
"7","Qma5p9NPhp8k76bJrDjtdzrip83EtzEXbrFSPknPRAiK1n",362,190.836734693878,33547978.3673469,52512.7755102041,99366012,57.8702315510204
"8","Qma6iunFE7yz2qjEbXg4Q4LR2aU8NGPTeZSLwuYjb3E54p",240,67.1632653061225,41126161.5510204,53712.5510204082,6250995,19.7323962040816
"9","Qma6QqTDAPAQc5GzoB6MKbnjS6VYGXUyYZnq7xtBTxbpPc",424,114.244897959184,35249180.3469388,56405.4693877551,4907674,74.0316381428572
"10","Qma76NJ2X2pBSXQ6wLAwgizhK6hK4sdfDkmXb1tSdyfbF9",233,50.0612244897959,40177651.7755102,55310.9795918367,2782143,7.04611873469388
"11","Qma7edS7Kn7SHpeddSMP76nzAXtTUQsCexuHNZ7VdPyf2v",297,91.6122448979592,41213213.755102,59061.8367346939,6791655,43.5483143061224
"12","Qma8b1j4xpPq3jegsxT3csPB8WvHabjqrSYqbf7VwJoS9u",401,113.224489795918,36776258.3061225,60563.8775510204,5682752,70.7049156122449
"13","QmaapJURKQ9j7Xyt5Xf3vQ5aw5hB3LgGJJbRDdK6ZRXSfy",220,81.8979591836735,40345314.5714286,56390.5714285714,7548804,33.9474500408163
"14","QmaAxUtXvKDViYcW67HcvGhJPRCKUcQPDxRtWH7h6gHmn2",207,57.1020408163265,34853286.1836735,59327.4489795918,5415619,16.7738081836735
"15","QmabTD55nSP4xdgkuPh2ru4M8vFbhFrZUPp4oXKcogMwzX",462,70.6938775510204,33755755.5510204,55411.9795918367,3318507,33.5642030204082
"16","QmaBxZmTDesVu2Ry2j7A995dUQ5wpNZwdB1tqj2udot2D7",477,122.673469387755,35312151.6734694,59550.387755102,4880790,82.4209773265306
"17","QmaBz4i9W25YW42KxU1xFR5YNZe5P1TYPSo2bPP6dL9iZi",273,73.5102040816327,32949330.4897959,57046.1836734694,3180257,37.3235704081633
