"","CID","maxlatency","mean_latency","mean_timeRetrieve","mean_timeSend","mean_time_pubsub"
"1","Qmb4muJYNTAN81K1opkyw64gcTi4dm7FqFGGBy29AUvJkS",441,297.428571428571,92479794.6326531,201953599,2.99517779591837
"2","QmcNJFbbYfoSu7CQMJARfwMY27FTEN7i6ihgMFan72AYhG",468,307.326530612245,93853823.7959184,211312292,2.16041481632653
"3","QmdeUvUv8em52gRPSGazBrVZoDmhjeDA26X8BoF6hhybwA",444,300,93927370.877551,203144626,2.92800312244898
"4","QmdXJWsVGaGU6Y7uf3fJ7Yn13MZd7VQBxxyRKxc3hn8oPV",463,289.061224489796,93329401.6122449,193387146,2.34467687755102
"5","QmfVSe8GMh4Cha7KxxwV4cdBQPrZWZjtvkNuMb65nPqZgF",417,278.469387755102,90402519.0612245,185475207,2.59166169387756
"6","QmPPNMM6HiXVAc4cF1P4dhN4vXCf3DHgziRntnk6do7tp9",457,314.020408163265,92224555.3469388,218695194,3.10065881632653
"7","QmTEX8urRkx2RJ1p3mLwjeKTeVCvJbV1hokWSqUWb1pTxW",1076,635.020408163265,304789688,327772627,2.45809316326529
"8","QmUowJACGfCtiPWXofCyv53fLhKRJVVHiamUqppUGXzMY1",553,307.591836734694,94319764.1020408,211139077,2.13299563265306
"9","QmUxvdM6CQqowWik8yUya2hyC2LE7rGMAABhB1LmuyjZg3",460,312.755102040816,90520284.9591837,219103773,3.13104408163265
"10","QmWQDBbPbAYCuv2v6hoRMYiwtaxZBAD9tvhzsQn2zRHDdR",450,270.979591836735,92152193,176119995,2.7074038367347
"1","QmaNdgiXVfWHAZngCSUer3TWKy3rJJgCudfuw3tSJDtudb",479,327.040816326531,91844130.2857143,236015175,-0.818488959183678
"2","Qme2h24wed8BNzLnn7Y6svJ1y3bLpbi11PpQK6AFJNrmDc",513,340.061224489796,95934810.3877551,243928747,0.197667102040815
"3","Qme5JVX9mjagVPt3VHbT7Ph22vcuHXaSBXAhfVStF86mNp",488,312.510204081633,93849246.755102,218491123,0.169834326530615
"4","QmeTgEsxiBAt7mwbyNGrhQSU8eegXpBq7dsmFaTP2vBzkW",440,292.571428571429,91299256.3469388,201712089,-0.439916775510205
"5","QmQ1e5abXwpCRoEeaik6JnQcooU8zgyShhh89yBypCB2fg",463,326.632653061225,91323207.9795918,235148657,0.160788081632652
"6","QmQvP3YG9TZzT4YD5um5hHP7JfTikMG8jYLqxXJyQusSPV",432,283.285714285714,89767793.2244898,193344044,0.173877061224488
"7","QmV7Uj8TPucJt36ejGaBCx9voPi516NbSxnCM3EmisvsUu",1175,720.938775510204,312041757.081633,408962126,-0.0651075714285725
"8","QmXo58Yeg1NTX4CqGMZQanESnhUPkp1u8NwP9dLS5VVYWJ",427,296.857142857143,94570534.0408163,202552048,-0.26543918367347
"9","QmYNMAP5GpPxJt4gfqFP9xb7PoAm9L7VgE4RssnuN1eE5S",485,336.775510204082,92927864.1836735,244176643,-0.328996979591835
"10","QmYSjE7rGE9eRdZRP2itsgYt3vdciXw6FiXJ1gGmmcNEKS",449,293.714285714286,91428778.755102,202712089,-0.426582040816327
"1","QmaHAfcAss9eXkVcXyMG941ZfmBYWHSMVocJDgvavbKQGN",460,317.734693877551,87425583.755102,227075810,3.23330012244898
"2","QmbuSaZYsC3MgpU9BTq1nbir4d1kMcGRGsGUoiUx1yd5jx",493,338.632653061225,91604497.7755102,244152158,2.87599728571429
"3","QmeYRz2CAiEtnvVNenr8t3KN65qMJhoXavDxJM7xvzv2Cx",434,301.081632653061,89149944.5306122,208736488,3.19520012244898
"4","QmNhgcwAGSpATVwq3NYe8umfKv6ZhagjjviY6AKfBkrSc9",461,299.408163265306,94028034.7142857,202177425,3.20270355102041
"5","QmPK1Et1C3os3ShzWWDuz9SEyg2Fh7GDcJ9dr8SX53z6sJ",506,327.30612244898,88632058.8367347,235492444,3.1816196122449
"6","QmPuC3bS5Mq1YcdEeKfifsUEMgRoZFFFNmevLBky9CJAp5",545,307.285714285714,94057170.122449,210339926,2.8886181632653
"7","QmXj5xiZ19CWWuzNXkKScHQs5iLN2F8u17khmi2ho6gYPZ",415,279.795918367347,91388282.7755102,185463392,2.94424359183673
"8","QmYtm7HiDmwuJEAeHa5wQdRJAyKjteLS3mihtL8cazwDCi",454,281.510204081633,92877951.8367347,184882368,3.74988424489796
"9","QmYv952DiM8mwzwdgSTyY6dNegoXwmXz3kZuUjJJcEvxPi",481,341.612244897959,94567974.8367347,244268851,2.77541906122449
"10","QmZFWUw59mUBpkVkFLVwyra1jZsfvdfPpKfq53Dom5eXL4",1135,667.816326530612,311042518.265306,353643720,3.13008826530613
