"","CID","maxlatency","mean_latency","mean_time_retrieve","mean_time_compute","time_add_IPFS","mean_time_pubsub"
"1","Qma4k2hj6aA17KTxQVehNebd4SXHb8KRy74Xt9zZ11FD6o",191,157.75,45867307.75,59290.25,108694755,3.128647
"2","Qma55Fjm2ymEmQwQkoY6KG7F2RdwXSzid5pigxDZymd51M",250,175,60117092.75,51575,110989578,3.84175425
"3","Qma5aFCafwNaD8kWQkuWMPBBSgzAPGGciwExYJ7wBP1BpT",103,65.25,66783519.25,64845.25,2532123,-4.1304875
"4","Qma5RVkLL8zJj5r6oUEDnaBvu8L6M2pmze6aVc1MPVgjmB",256,180.25,60715125.5,53335.25,118727725,0.753814250000005
"5","Qma5UriTSXw6cvhxAtpd3KnyYinGRUGbsLu31nA47MgGub",82,60.5,62242910,53835,3516750,-5.313495
"6","Qma99RuaDzwyVjNvGp8ycrbQG4gtCsofRPmWEoDrqsfgeF",87,66,64888298.5,66914.5,4059736,-3.014949
"7","QmaA6KMRBWT1bakTMEVAzMCngbAiBTqcgYpUNZZaMoSpHo",160,93.25,91880434,57510.75,4972482,-3.66042675
"8","QmaAjndVh5bHvDn8ZJyfmcpXiBopgd9hAsEnSG2SJjFUGL",158,80.25,78110198,56105.5,3295849,-1.2121525
"9","QmaBdVejo3oQmyP7snVXKyRSmy2bmLbCV1GMw6gtLLqbdv",243,188.5,39899433.25,56643,119553054,28.99086975
"10","QmaCAzx4jjmpnJbs5YRVX4RQza34GNxEiHvhcQgWYowWt6",231,108.25,74087689,55914,5177666,28.928731
"11","QmaCzUy5cT7hdgfExENBFRi3uiVqSjckfjjzRAdfAHkgp3",190,155.25,44513752.25,52564.5,110547000,0.136683249999997
"12","QmaDMWvGc2F34cgwV2K1VKRMgzsgMmFTALBYbbJAqcxjfj",122,76.5,77146527.5,58452.25,2426740,-3.13171975
"13","QmaftmEH6cF2pjGiz3pNmM5prpdYo1ksVsDkiRJXk7pQJC",128,91.75,90501808,54167.25,4446547,-3.25252225
